QUEST_LV_0100_20150312_000001	경계병	Sentinel
QUEST_LV_0100_20150312_001348	좀 더 자세히 살펴보고 싶은데 방해꾼들이 너무 많네요.{nl}잠시 동안만 몬스터에게서 보호해 주실 수 있을까요?	It is annoying is often too you want to take a closer look. {Nl} Can you protected from monsters only for a while?
QUEST_LV_0100_20150312_001349	이렇게 멋진 양식들을 제 눈으로 보게 될 거라곤 생각 못했어요.{nl}기둥의 뜰로 가면 더 멋진 게 있을지도 몰라요. 따라오세요.	You do not think going to be seen in my eyes so nice form. It might be more nice to go to the garden of {nl} pillar. Please therefore.
QUEST_LV_0100_20150312_001350	배회하는 영혼은 전리품을 페디미안의 누군가에게 전해주길 바라는 것 같다.	Soul to wandering, it seems Negau tell someone of Fedimian loot.
QUEST_LV_0100_20150312_001351	작업을 완료하자 유니콘이 나타났다	Unicorn you try to complete the task has become clear
QUEST_LV_0100_20150312_001352	라이모나스님의 안부 고맙습니다.{nl}어서 클라페다로 들어가시지요. 우스카님께서 기다리고 계십니다.	Thank you for the regards from sir Laimonas. {nl} Come on in to Klaipeda. Sir Uska is waiting.
QUEST_LV_0100_20150312_001353	클라페다 경비대장에게 내 안부 전해주는 거, 꼭 잊지 말게.	Don't forget to send my regards to the Klaipeda Chief Commander.
QUEST_LV_0100_20150312_001354	준비가 다 되시면 곧바로 동쪽 숲에 주둔하고 있는 아라스를 만나 주십시오.	When you are ready, please go to Aras in the Eastern Woods.
QUEST_LV_0100_20150312_001355	어서오세요!{nl}앗, 계시자님이시군요. 정말 뵙고 싶었어요.{nl}	Welcome! {nl} Oh, you're the Revelator. I really wanted to meet you. {nl}
QUEST_LV_0100_20150312_001356	이건 워프 스크롤이에요.{nl}사용하면 원하는 여신상으로 이동하거나 원래 자리로 되돌아 올 수 있지요.{nl}	This is a warp scroll. {nl} You can go to any Goddess Statue or return to previous location by using it. {nl}
QUEST_LV_0100_20150312_001357	기사단에서 요청한 것보다 더 넉넉하게 드릴 터이니 꼭 여신님들을 찾아주세요.	We'll give you more than what the Knights asked for so please help us find the Goddesses.
QUEST_LV_0100_20150312_001358	아직도 대형 케파가 남아 있는 것 같아요.{nl}한번 살펴 봐 주시겠어요?	I think Large Kepa is still out there. {nl} Would you take a look?
QUEST_LV_0100_20150312_001359	역시 있었지요?{nl}제 감은 틀린 적이 없다니까요.	It was there right? {nl} My senses are never wrong. 
QUEST_LV_0100_20150312_001360	클라페다가 코 앞인데도 보급사정이 열악합니다.{nl}여기도 이런데 다른데는 어떻겠습니까.	Even though Klaipeda is just around the corner, the supply situation is not good enough. {nl} Think how worse it would be in other areas. 
QUEST_LV_0100_20150312_001361	제 부하들이 돌아올 시간이 지났는데도 감감 무소식입니다.{nl}제가 바빠서 직접 나서지 못한다는 걸 알고 있거든요.	My men should have returned by now but there is no sign of them. {nl} They know well that I'm too busy to check on them myself. 
QUEST_LV_0100_20150312_001362	부하들은 들롱 쉼터로 간다고 했습니다.{nl}골렘이 나올지도 모르는데 참 태평한 부하들입니다.	My men said they are going to the Delon shelter . {nl} The Golem may appear anytime and yet they are so carefree. 
QUEST_LV_0100_20150312_001363	락토르투가가 곧 여길 덮칠 겁니다.{nl}절대로 방어선을 넘지 못하도록 힘을 빌려주십시오.	Rocktortuga will ambush this area soon. {nl} We must stop it from crossing the barrier. 
QUEST_LV_0100_20150312_001364	혹시 새끼 포아타를 보신 적 없습니까?{nl}빨리 멀리 내쫓아야 어미가 얼씬거리지 않을 텐데요.	Have you seen baby Poatas? {nl} We better drive them out quickly so that the mother Poatas won't keep showing up. 
QUEST_LV_0100_20150312_001365	부베들이 마을 바깥에 기지까지 만들어 놨어.{nl}이젠 병사들도 없는데 기지의 부베들을 내쫓지 않으면 정말 큰일날지도 몰라.	Vubbes have built their base outside the village. {nl} Now that we don't even have troops, {nl}something serious might happen if we don't drive them out of their base. 
QUEST_LV_0100_20150312_001366	자네라도 이렇게 나서 주니 참 고맙네그려.	Thank you so much for your bravery. 
QUEST_LV_0100_20150312_001367	이 감사를 어찌 표현해야 할지.{nl}이건 분명히 여신께서 자네를 보내주신게 분명해.	How could I express my gratitude. {nl}I'm sure the Goddess sent you for us.
QUEST_LV_0100_20150312_001368	이 환자분께서 체이퍼가 나타났을 거라고 하셔서요.{nl}혹시 모르니 한 번 살펴보고 와 주시겠어요?	This patient told us the Chafer must have appeared. {nl} Can you help us and check on it?
QUEST_LV_0100_20150312_001369	전 지금 이 분을 치료 해야 해서.. 그럼 잘 부탁드리겠습니다.	Now, I have to treat this patient.. So thank you.
QUEST_LV_0100_20150312_001370	그 피난민 분들이 아마, 몬스터들 때문에 여기까지 못 오고 있을 거예요.	Those refugees are probably having a hard time getting here because of the monsters.
QUEST_LV_0100_20150312_001371	그냥 넘기기엔 여기서 오래 근무하신 분이라 마음에 걸리네요.	I can't help but think about it since he's worked here for so long.
QUEST_LV_0100_20150312_001372	감사합니다. 이제 안심하고 마을로 돌아갈 수 있겠어요.{nl}여신의 가호가 늘 함께 하길.	Thank you. Now I can feel at ease and return to the village . {nl} May the Bless of Goddess be with you always. 
QUEST_LV_0100_20150312_001373	부하들은 한 번 골렘한테 걸려 봐야 정신을 차릴 겁니다.	Being attacked by the Golems will get them back to their senses. 
QUEST_LV_0100_20150312_001374	평소엔 아무리 찾아봐도 보이지 않는단 말예요.{nl}참 이상하지요?	Usually, you can't find them no matter how hard you try. {nl} Strange huh?
QUEST_LV_0100_20150312_001375	그 친구가 무사히 돌아갔다니 다행이군요.{nl}이 근처에 몰렉이 돌아다닌다는 이야길 들어서 불안했거든요.	I am pleased that the friends went back home safely. Was Mashi anxiety to hear the story of {nl} is the Molich close on the prowl.
QUEST_LV_0100_20150312_001376	봉인을 푸신 후엔 계속해서 그 곳의 형제들에게서 다음 봉인의 안내를 받으십시오.	Continuing after solving the seal, from the brothers of the place, please receive the guidance of the next seal.
QUEST_LV_0100_20150312_001377	봉인해제 결정석을 가지고 계시는군요.{nl}요나스님께서 보내신 분이 맞지요?{nl}	So you are folded with the decision seat of unsealed. {Nl} Jonas's will hit the person who sent me. {Nl}
QUEST_LV_0100_20150312_001378	이제부터 아주 중요한 봉인들을 풀 겁니다.{nl}파사가 절벽 위에 첫 번째 봉인이 있습니다.	It would be full in the future very important seal. {Nl} Pasa might first seal on top of the cliff.
QUEST_LV_0100_20150312_001379	파사가 언덕의 봉인을 훌륭히 푸셨다는 이야기를 전해 들었습니다.{nl}이젠 기둥의 뜰에 있는 형제들에게서 안내를 받으세요. 	Pasa is I've heard that was impressive Fu the seal of the hill. Please obtain guidance from the brothers in the {nl} of another pillar garden.
QUEST_LV_0100_20150312_001380	봉인을 푸셨으면 부러진 기둥 협곡의 다음 봉인으로 가셔야 할 겁니다.	Will be to have to go in the next seal of broken pillars canyon Once you release the seal.
QUEST_LV_0100_20150312_001381	봉인을 푼 뒤에는 구스타스 요나스님을 찾아가세요.{nl}아주 반갑게 맞아주실 거예요.	Please go to find the old Stars Jonas's after solving the seal. {Nl} will greet very pleased.
QUEST_LV_0100_20150312_001382	몬스터들은 정리 되었나요?{nl}사실 중요한 일은 지금부터입니다.	Did collectively monster? {Nl} important thing of fact, is from now.
QUEST_LV_0100_20150312_001383	너무 위험해서 제가 미처 가져오지 못한 유물들의 회수를 부탁드리고 싶습니다.{nl}알쿠네 언덕길에 있는 돌기둥을 조사하시면 됩니다.	Too dangerous, you would like to ask the recovery of relics I did not come yet have. You want to investigate the stone pillar of {nl} Arukune slope.
QUEST_LV_0100_20150312_001384	가끔 유적 장치들이 동작할 때가 있는데 무슨 일이 벌어질 지 모릅니다.{nl}부디 조심하세요.	What might happen that sometimes there are times when the ruins of the device to operate. {Nl} Please come and attention.
QUEST_LV_0100_20150312_001385	그래. 잘 해주었다.{nl}그럼 난 이만 가보도록 하지.	So. Me well to. {Nl} Then I do not try to go with this.
QUEST_LV_0100_20150312_001386	기운 빠진 경비병	Guards that missing aura
QUEST_LV_0100_20150312_001387	흔적 없는 폐허에서 호그마들에게 그만 당해버렸어요.{nl}다행히 목숨은 건졌지만, 상자를 되찾아야 할 텐데요..	Was stopped Hoggumadoru in ruins with no trace, was would the be. {Nl} life Luckily was Mashi matter, but will unless regain box Ni.
QUEST_LV_0100_20150312_001388	마음 써 줘서 정말 고맙네요.{nl}호그마들이 지키고 있을 테니 조심하세요.	It is really grateful to me by the heart. Please note from {nl} issue bears are kept.
QUEST_LV_0100_20150312_001389	아마 멀리 가져가진 않았을거예요.{nl}목걸이만이라도 안전해야 할 텐데요.	It would be crying to have is probably away. Although I think that it should no safety alone necklace {nl}.
QUEST_LV_0100_20150312_001390	상자 안엔 아무것도 없었다고요?{nl}맙소사, 정말 큰일이에요.	Box Anne en What I did not do anything? Nante {nl}, it is really very.
QUEST_LV_0100_20150312_001391	다른 건 몰라도 그 목걸이만큼은 반드시 찾아야 해요.{nl}그렇지 않으면 아마 전 쫓겨날 테니까요.	Even without knowing the other things, there is a need to find always only the necklace. {Nl} Otherwise, I probably because before evicted.
QUEST_LV_0100_20150312_001392	이 스크롤을 사용하면 목걸이에서 빛이 날 거예요.{nl}땅에 떨어져 있든, 호그마가 가지고 있든 금방 찾을 수 있겠지요.	If you use this scroll, the light from the necklace would me. {Nl} even had fallen to the ground, Hogg said you'll be able to find immediately even if you have.
QUEST_LV_0100_20150312_001393	아마 그런 목걸이라면 우두머리가 탐을 내지 않을까요?	Perhaps would such necklace if header is not issued a ride?
QUEST_LV_0100_20150312_001394	정말 감사합니다!{nl}여기서 조금만 더 체력을 회복하고 나서 경비대로 복귀해야겠어요.	Thank you very much! {Nl} here, I think to be returned to the Guard after recovering a little more strength.
QUEST_LV_0100_20150312_001395	뭘 망설이고 있지? {nl}시간을 끌어서 네게 좋을 것이 없을 텐데.	What are you're wondering? Drag the {nl} time, even though there is no a good thing to you.
QUEST_LV_0100_20150312_001396	기운 없는 경비병	No Genki guards
QUEST_LV_0100_20150312_001397	아직도 기운이 없네요. 아까는 너무 놀라서..	It is still out of sorts. Is a little while ago and very surprised ..
QUEST_LV_0100_20150312_001398	렉시퍼는 도대체 무엇을 하려는 걸까요?	Lexi or fur will to trying to do exactly?
QUEST_LV_0100_20150312_001399	체데크의 제단도 당해버렸다고요?{nl}하지만 나머지 제단을 지킨다면, 아직 우리에게도 승산은 있을 거에요.	Altar of body deck also, me I was the gone? {Nl} is, if protect the rest of the altar, I have a still winnable also to us.
QUEST_LV_0100_20150312_001400	어서 스비에사의 제단으로 가 주세요.{nl}저도 곧 따라가겠어요.	Please be performed in Subi's altar Te. I think {nl} and I also immediately along.
QUEST_LV_0100_20150312_001401	뒤돌아 보지 말고 바로 달리세요!	Look back Let Unlike immediately without!
QUEST_LV_0100_20150312_001402	석재를 살펴보다 보면 분명 덴옵틱이 나타날 겁니다.	And if seen by looking at the stone will appear clear Denoptic.
QUEST_LV_0100_20150312_001403	자, 여기 봉인을 해제하는 스크롤을 주겠네.	Well, Jugetone the scroll to release the seal here.
QUEST_LV_0100_20150312_001404	이렇게 가야 한다니..{nl}어머니, 효도도 못했는데..	The Nante must be this way to go .. {nl} mother, it was not possible even filial piety.
QUEST_LV_0100_20150312_001405	죄송합니다.. 죄송합니다..	I feel bad. I feel bad.
QUEST_LV_0100_20150312_001406	그건 무엇입니까?{nl}서큐버스의 눈..? 물리치신 것도 반갑지만 그걸 좀 줘 보세요!	What is that? {nl} The eyes of the Succubus...? It's good that you killed it but show me that!
QUEST_LV_0100_20150312_001407	말씀 드렸었다시피.. 전 손재주가 좀 좋아서, 어릴 때 부터 관심이 많았어요.{nl}연금술, 마법, 약재.. 그 서큐버스의 눈을 좀 압니다!{nl}대성당의 축복을 간직한 예쁜 목걸이가 탐이 나서 서큐버스가 제 눈에 넣어버린 그 눈!{nl}제가 그걸로 다시 목걸이를 만들어 드릴게요!	Like I said.. I had a talent in doing with my hands so I was interested since I was young. {nl} Alchemy, magic, medicine... I know a bit about the eyes of the Succubus! {nl} It's the eyes that the Succubus put in my eyes in envy of the pretty necklace bearing the blessing of the cathedral! {nl} I'll make you a  necklace with it again!
